948;0;0;0;15;31;46;62;62;1:53:17 PM
952;0;0;0;15;31;46;62;62;1:53:17 PM
956;0;0;0;15;31;46;62;62;1:53:17 PM
960;0;0;0;15;31;46;62;62;1:53:17 PM
964;0;0;0;15;31;46;62;62;1:53:17 PM
968;0;0;0;15;31;46;62;62;1:53:17 PM
972;0;0;0;15;31;46;62;62;1:53:17 PM
976;0;0;0;15;31;46;62;62;1:53:17 PM
980;0;0;0;15;31;78;93;93;1:53:17 PM
984;0;0;0;31;46;78;109;109;1:53:17 PM
988;0;0;0;31;62;78;140;140;1:53:18 PM
992;0;0;0;15;78;109;171;171;1:53:18 PM
996;0;0;0;46;109;140;171;171;1:53:18 PM
1000;0;0;0;46;62;109;140;140;1:53:18 PM
1004;0;0;0;46;62;93;109;109;1:53:18 PM
1008;0;0;0;15;78;140;156;156;1:53:18 PM
1012;0;0;0;15;62;109;124;124;1:53:18 PM
1016;0;0;0;15;31;46;62;62;1:53:19 PM
1020;0;0;0;15;31;46;62;62;1:53:19 PM
1024;0;0;0;15;31;46;62;62;1:53:19 PM
1028;0;0;0;15;31;46;62;62;1:53:19 PM
1032;0;0;0;15;31;46;62;62;1:53:19 PM
1036;0;0;0;15;31;46;62;62;1:53:19 PM
1040;0;0;0;46;78;109;124;124;1:53:19 PM
1044;0;0;0;15;31;109;124;124;1:53:19 PM
1048;0;0;0;15;93;140;171;171;1:53:19 PM
1052;0;0;0;0;15;78;109;109;1:53:19 PM
1056;0;0;0;15;31;46;62;62;1:53:20 PM
1060;0;0;0;15;31;46;62;62;1:53:20 PM
1064;0;0;0;15;31;46;62;62;1:53:20 PM
1068;0;0;0;15;31;46;62;62;1:53:20 PM
1072;0;0;0;15;31;46;62;62;1:53:20 PM
1076;0;0;0;15;31;46;62;62;1:53:20 PM
1080;0;0;0;15;31;46;46;46;1:53:20 PM
1084;0;0;0;15;31;46;62;62;1:53:20 PM
1088;0;0;0;15;31;31;46;46;1:53:20 PM
1092;0;0;0;15;31;46;62;62;1:53:20 PM
1096;0;0;0;15;31;46;62;62;1:53:20 PM
1100;0;0;0;15;31;31;46;46;1:53:20 PM
1104;0;0;0;15;31;46;46;46;1:53:20 PM
1108;0;0;0;15;31;46;62;62;1:53:20 PM
1112;0;0;0;15;31;46;62;62;1:53:20 PM
1116;0;0;0;15;31;46;93;93;1:53:21 PM
1120;0;0;0;31;78;124;140;140;1:53:21 PM
1124;0;0;0;46;78;93;109;109;1:53:21 PM
1128;0;0;0;15;46;62;78;78;1:53:21 PM
1132;0;0;0;109;156;187;203;203;1:53:21 PM
1136;0;0;0;15;31;46;62;62;1:53:21 PM
1140;0;0;0;15;31;46;62;62;1:53:21 PM
1144;0;0;0;15;31;46;109;109;1:53:21 PM
1148;0;0;0;31;62;109;140;140;1:53:22 PM
1152;0;0;0;31;62;78;93;93;1:53:22 PM
1156;0;0;0;31;78;156;171;171;1:53:22 PM
1160;0;0;0;15;46;62;78;78;1:53:22 PM
1164;0;0;0;15;31;46;62;62;1:53:22 PM
1168;0;0;0;15;31;46;62;62;1:53:22 PM
1172;0;0;0;15;31;46;62;62;1:53:22 PM
1176;0;0;0;15;15;31;46;46;1:53:22 PM
1180;0;0;0;15;15;31;46;46;1:53:22 PM
1184;0;0;0;15;31;46;46;46;1:53:22 PM
1188;0;0;0;0;46;124;171;171;1:53:23 PM
1192;0;0;0;46;93;124;156;156;1:53:23 PM
1196;0;0;0;46;62;78;124;124;1:53:23 PM
1200;0;0;0;46;109;156;203;203;1:53:23 PM
1204;0;0;0;15;31;46;62;62;1:53:23 PM
1208;0;0;0;15;31;46;62;62;1:53:23 PM
1212;0;0;0;15;31;46;62;62;1:53:23 PM
1216;0;0;0;15;31;46;62;62;1:53:23 PM
1220;0;0;0;15;31;46;62;62;1:53:23 PM
1224;0;0;0;15;31;46;62;62;1:53:23 PM
1228;0;0;0;15;31;46;62;62;1:53:24 PM
1232;0;0;0;15;31;46;62;62;1:53:24 PM
1236;0;0;0;15;31;46;62;62;1:53:24 PM
1240;0;0;0;15;31;46;62;62;1:53:24 PM
1244;0;0;0;15;31;46;62;62;1:53:24 PM
1248;0;0;0;15;31;46;62;62;1:53:24 PM
1252;0;0;0;15;31;46;62;62;1:53:24 PM
1256;0;0;0;15;31;46;62;62;1:53:24 PM
1260;0;0;0;15;31;109;156;156;1:53:24 PM
1264;0;0;0;31;78;109;156;156;1:53:24 PM
1268;0;0;0;31;62;93;203;203;1:53:25 PM
1272;0;0;0;78;140;218;281;281;1:53:25 PM
1276;15;15;15;93;156;203;234;234;1:53:25 PM
1280;0;0;0;93;218;312;421;421;1:53:25 PM
1284;0;0;0;62;124;203;265;265;1:53:26 PM
1288;0;0;0;46;109;187;249;249;1:53:26 PM
1292;0;0;0;78;171;203;218;218;1:53:26 PM
1296;0;0;0;15;78;109;124;124;1:53:26 PM
1300;0;0;0;15;31;62;78;78;1:53:26 PM
1304;0;0;0;15;31;46;62;62;1:53:26 PM
1308;0;0;0;15;31;46;62;62;1:53:27 PM
1312;0;0;0;15;31;46;62;62;1:53:27 PM
1316;0;0;0;46;62;78;93;93;1:53:27 PM
1320;0;0;0;15;15;31;46;46;1:53:27 PM
1324;0;0;0;15;31;46;46;46;1:53:27 PM
1328;0;0;0;15;15;31;46;46;1:53:27 PM
1332;0;0;0;15;31;46;62;62;1:53:27 PM
1336;0;0;0;15;31;46;62;62;1:53:27 PM
1340;0;0;0;15;31;46;62;62;1:53:27 PM
1344;0;0;0;15;31;46;62;62;1:53:27 PM
1348;0;0;0;15;15;31;46;46;1:53:27 PM
1352;0;0;0;15;31;46;62;62;1:53:27 PM
1356;0;0;0;62;109;140;171;171;1:53:28 PM
1360;0;0;0;62;78;93;109;109;1:53:28 PM
1364;0;0;0;15;62;93;140;140;1:53:28 PM
1368;0;0;0;15;46;156;203;203;1:53:28 PM
1372;0;0;0;62;78;93;156;156;1:53:28 PM
1376;0;0;0;15;31;46;62;62;1:53:28 PM
1380;0;0;0;15;31;46;46;46;1:53:28 PM
1384;0;0;0;15;31;46;62;62;1:53:28 PM
1388;15;15;15;46;62;93;109;109;1:53:28 PM
1392;0;0;0;15;62;78;93;93;1:53:29 PM
1396;0;0;0;46;62;78;93;93;1:53:29 PM
1400;0;0;0;46;46;62;78;78;1:53:29 PM
1404;0;0;0;15;31;31;46;46;1:53:29 PM
1408;0;0;0;15;31;46;46;46;1:53:29 PM
1412;0;0;0;15;31;46;62;62;1:53:29 PM
1416;0;0;0;15;31;46;62;62;1:53:29 PM
1420;0;0;0;15;31;46;62;62;1:53:29 PM
1424;0;0;0;15;31;46;62;62;1:53:29 PM
1428;0;0;0;15;31;46;62;62;1:53:29 PM
1432;0;0;0;15;31;46;62;62;1:53:29 PM
1436;0;15;15;31;46;62;78;78;1:53:29 PM
1440;0;0;0;15;31;46;62;62;1:53:29 PM
1444;0;0;0;15;31;46;62;62;1:53:30 PM
1448;0;0;0;15;31;46;62;62;1:53:30 PM
1452;0;0;0;15;31;78;93;93;1:53:30 PM
1456;0;0;0;78;93;109;124;124;1:53:30 PM
1460;0;0;0;31;46;93;203;203;1:53:30 PM
1464;0;0;0;46;78;140;171;171;1:53:30 PM
1468;0;0;0;15;78;93;109;109;1:53:30 PM
